0,45601; 0,89940
0,45146; 0,89740
0,45052; 0,89740
0,45022; 0,89700
0,45013; 0,90280
0,45006; 0,89760
0,45002; 0,89940
0,45001; 0,89740
0,45000; 0,89740
0,44999; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44999; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44999; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45002; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45001; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45001; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45001; 0,90280
0,45001; 0,89760
0,44999; 0,89940
0,45000; 0,89740
0,44999; 0,89740
0,44998; 0,89700
0,45001; 0,90280
